fund_code,invested_x,returned_x,return_x,invested_y,returned_y,return_y
161812,18400.0,18782.369327430762,0.011667852426539586,22400.0,27729.56177411751,0.041695092625093425
150106,18400.0,18785.37911951458,0.011758970352511996,20400.0,27305.40550760134,0.019105693050461656
512380,1700.0,1702.7748790734906,0.011778873115708154,1700.0,2446.7274666044977,0.2575439912729496
150149,18400.0,18789.476755254746,0.011883003500985829,30500.0,34812.66211276729,0.047330820010522384
150186,18400.0,18798.98898604573,0.012170853590686884,22300.0,28277.78991503027,0.018229787677544528
160136,18400.0,18809.937409653754,0.012502026355600142,24600.0,30377.01839684577,0.03599200952148819
202211,18400.0,18819.86199322956,0.012802102037098808,17300.0,26658.149004766263,0.0736186215879952
004482,11300.0,11458.249993973572,0.01301304898543056,13500.0,17596.27314051035,0.05027805738671315
005566,7500.0,7569.639818071939,0.013118012951369731,8600.0,11870.754374336899,0.14698671520689474
150264,18400.0,18833.738408001675,0.01322146060691955,24800.0,32879.64914943639,0.08606003733580829
159919,18400.0,18836.078784495774,0.013292165713309228,14900.0,24246.371680440127,0.049449546247050995
004789,7400.0,7469.48185636139,0.013348795564477161,8900.0,11790.731932552444,0.15855861475520272
005565,7500.0,7572.672741681221,0.013689510481790798,8600.0,11872.521755162408,0.14732913479528234
159908,18400.0,18855.07493702745,0.013865809687038114,9700.0,21095.132656349517,0.06134686956019984
165316,4200.0,4222.710275770269,0.013878869321831109,4800.0,6622.818349558252,0.0951515746622032
502017,13300.0,13620.610399944113,0.014260471748393455,14100.0,19185.49210218559,0.019154271926302462
161037,11500.0,11682.455245830437,0.01426332410561572,14000.0,18544.695347333378,0.09705582286940664
005633,6900.0,6965.351772392545,0.014273760739852823,8400.0,11133.968915892689,0.15401912132460785
510210,18400.0,18870.45354911499,0.014329887499381229,12400.0,22101.82118437677,0.050763425409749506
001072,18400.0,18871.303223438066,0.014355519537484443,22000.0,29225.88919724377,0.04865299107058192
004788,7400.0,7474.74073812869,0.014359543587325023,8900.0,11795.638455372826,0.15971190474639235
161122,18400.0,18880.417513153894,0.014630413823309502,23400.0,29937.767093976352,0.04255448710486211
006634,3100.0,3113.286203220459,0.01481105941896098,3900.0,4724.020121051299,0.01996046788361477
001036,18400.0,18888.44592793034,0.014872473102930125,24900.0,30544.252141067467,0.036701754142970305
001663,18400.0,18892.117738052417,0.014983153106130685,24400.0,30510.584593808122,0.041564015638009565
700002,18400.0,18898.299762645467,0.015169461736360476,13800.0,23677.396019177424,0.07279712863942844
000549,18400.0,18909.33586253052,0.015501942424063116,21500.0,28300.312455726063,0.04676965482972624
006633,3100.0,3113.961661995959,0.015567600230141457,3900.0,4725.034367417738,0.020808399835153955
001426,18400.0,18919.227977971364,0.015799832469494113,21400.0,29395.879008228276,0.04873648185736426
510280,15900.0,16298.952078447672,0.016062307093440947,8700.0,19070.09410957966,0.06507614869697916
000179,18400.0,18932.46212701613,0.016201031918664094,19800.0,28244.715563130587,0.0662328451128571
005402,8200.0,8305.312232394981,0.016223922762258088,9700.0,13096.413657230667,0.1318762453314036
002121,14100.0,14417.107619529785,0.016664361306934904,17500.0,23272.32548067276,0.07156227605004786
150193,18400.0,18948.248322662523,0.016673060416215087,25700.0,32033.847829955706,0.05928559218952854
502056,18400.0,18958.488563285882,0.01698094693754567,20500.0,29003.362785900914,0.06846595263649541
510660,18400.0,18959.96679961811,0.017025381573672293,15800.0,25858.585314442527,0.057749303552286635
003054,14900.0,15267.05569171997,0.01724369924002362,18300.0,24053.42060906286,0.0494176507783097
510160,18400.0,18968.130283689083,0.01727072181760235,10400.0,22054.355558778116,0.06510723590319602
470007,18400.0,18968.819017759586,0.017291416903285613,14300.0,23821.94883972361,0.048553254339192296
002332,13900.0,14228.313294062033,0.017524628570123345,16900.0,22707.340492087624,0.07214706695247504
150344,18400.0,18979.66715047007,0.0176173058146436,20500.0,32223.163752242224,0.17138068561353864
165510,18400.0,18980.71113015739,0.01765389953442672,29500.0,34057.5703391406,0.033630733087892946
000780,18400.0,18984.140293630786,0.01775164205923268,24200.0,30307.439440373793,0.044636838547408346
160639,18400.0,18992.85337146709,0.018013241351831806,25400.0,31002.706986550194,0.036443710848768913
161025,18400.0,18996.392463500535,0.01811947194350858,25900.0,33100.161300869666,0.06290080432699648
163209,18400.0,19024.203099058188,0.01895371869043069,19400.0,30203.58876206782,0.16460436720666485
540009,18400.0,19027.011431277337,0.01903790945775645,16900.0,28007.325154653267,0.06679681519151513
161124,14100.0,14462.814870181557,0.019046227875245597,17400.0,22108.58347796344,0.03684518322080534
519300,18400.0,19035.98525892502,0.019306871388526617,22100.0,27263.42172930079,0.044626618342962325
001420,18400.0,19049.624174662615,0.01971546873846786,20900.0,29263.78069360075,0.0526385630302539
001048,18400.0,19067.916025100134,0.020263108308191828,24400.0,31876.31404188843,0.0557784191058023
001726,18400.0,19073.802598741284,0.020439260882462784,22400.0,30162.875104530238,0.05270838207635742
510230,18400.0,19084.069588720955,0.02074639554666884,10600.0,22158.805903192333,0.05501350326115255
150224,18400.0,19085.460853723598,0.020788005193419206,23400.0,32551.178423606852,0.12002222654960787
001878,16300.0,16841.504821386658,0.020977979604302407,19900.0,27397.581604318828,0.07756425670596
000309,18400.0,19092.51281523862,0.020998878010861685,16500.0,26183.3961593547,0.06963399272452821
003053,14900.0,15347.832863763775,0.021003187626977643,18000.0,23853.733679301124,0.052516402501487584
004404,11300.0,11558.360247111785,0.021207244352991986,13800.0,17886.636815906117,0.056108679622682095
160806,18400.0,19105.42889464744,0.021384949395067156,6800.0,19250.210279838167,0.056823220334778955
510330,18400.0,19117.977642354916,0.021759849729071943,17600.0,26697.503180059266,0.05620393779105455
164818,18400.0,19119.3391267431,0.021800513456263968,24800.0,31400.271194699875,0.048571763405193105
513030,18400.0,19128.146948210382,0.02206352490910756,18700.0,28431.342652386564,0.05624629728212068
004730,9600.0,9794.804550172483,0.022290538171933192,11500.0,15421.302100553368,0.1462572761376627
001009,18400.0,19140.097562620933,0.02242023557348864,26600.0,31732.00310821398,0.04298242943035986
160924,10000.0,10218.28200585531,0.02258913366763133,12500.0,15736.092764499896,0.045610488453832976
159924,12100.0,12433.403041626849,0.02277702157592867,12900.0,16889.392861374778,0.03948195030170076
161726,18400.0,19157.681403111186,0.022944781179774554,23600.0,30527.89380722928,0.046542618177861865
006481,2500.0,2513.7214590131416,0.022973238734250213,3900.0,4224.916407072047,0.022811510875565735
150352,2300.0,2312.704190179498,0.023255273713995654,2100.0,3392.042509546987,0.328333217507747
164906,18400.0,19168.43160512382,0.023265290299287984,19900.0,29769.12495886347,0.07563800290389865
005795,6700.0,6799.8240350656915,0.02345374225153372,8100.0,10570.891386020967,0.12208912892682916
003745,11600.0,11904.029953558394,0.02357421708327305,14000.0,18638.94651286953,0.11058459378266715
050015,18400.0,19183.972492654793,0.023734112741536705,17800.0,27676.084754982046,0.0625720017923089
004450,11200.0,11489.365667763579,0.023871624382608744,14000.0,18329.66535237013,0.0799684278746063
159954,7400.0,7526.3179599974665,0.023963221963727386,8700.0,11350.778823900642,0.058472929196261854
007073,1800.0,1807.3582572304508,0.024490064032152006,2200.0,2711.9916171324353,0.028053558147105483
003956,12400.0,12760.827770672558,0.02454684147097186,14700.0,19945.85163855936,0.09287879534615485
512880,15500.0,16074.37497057443,0.024769928176431016,18600.0,25458.499063397834,0.09969890516235323
004416,9500.0,9719.788969456487,0.025258510141786195,11500.0,15320.445240156325,0.13857237258170135
001093,18400.0,19240.648527454072,0.025419292519138437,25100.0,31029.722496039445,0.04140855954315463
481009,18400.0,19246.21914183812,0.025580378423743274,24300.0,30171.136532233802,0.04834967297901926
000313,18400.0,19249.294034977833,0.025671745249648343,18900.0,27407.256928315015,0.06318631795696245
340006,18400.0,19254.539994409115,0.025827596984342942,36600.0,38353.39281817985,0.02677333117034739
150220,18400.0,19267.55899548394,0.026214237034225915,25300.0,33558.44078627335,0.09140630498241199
