,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12054643,002595,2019-07-15,1.187,1.187,1.0,1.0,1.187
1,12042532,002595,2019-07-12,1.188,1.188,1.0,1.0,1.188
2,12033997,002595,2019-07-11,1.191,1.191,1.0,1.0,1.191
3,12023842,002595,2019-07-10,1.188,1.188,1.0,1.0,1.188
4,12004645,002595,2019-07-09,1.189,1.189,1.0,1.0,1.189
5,12004644,002595,2019-07-08,1.192,1.192,1.0,1.0,1.192
6,11988370,002595,2019-07-05,1.216,1.216,1.0,1.0,1.216
7,11971335,002595,2019-07-04,1.205,1.205,1.0,1.0,1.205
8,11971334,002595,2019-07-03,1.216,1.216,1.0,1.0,1.216
9,11962494,002595,2019-07-02,1.232,1.232,1.0,1.0,1.232
10,11954820,002595,2019-07-01,1.231,1.231,1.0,1.0,1.231
11,11942660,002595,2019-06-30,1.197,1.197,1.0,1.0,1.197
12,11942659,002595,2019-06-28,1.198,1.198,1.0,1.0,1.198
13,11926078,002595,2019-06-27,1.202,1.202,1.0,1.0,1.202
14,11926077,002595,2019-06-26,1.187,1.187,1.0,1.0,1.187
15,11914271,002595,2019-06-25,1.191,1.191,1.0,1.0,1.191
16,11906697,002595,2019-06-24,1.197,1.197,1.0,1.0,1.197
17,11895531,002595,2019-06-21,1.191,1.191,1.0,1.0,1.191
18,11887160,002595,2019-06-20,1.18,1.18,1.0,1.0,1.18
19,11879331,002595,2019-06-19,1.155,1.155,1.0,1.0,1.155
20,11870818,002595,2019-06-18,1.136,1.136,1.0,1.0,1.136
21,11862383,002595,2019-06-17,1.134,1.134,1.0,1.0,1.134
22,11853385,002595,2019-06-14,1.136,1.136,1.0,1.0,1.136
23,11844055,002595,2019-06-13,1.15,1.15,1.0,1.0,1.15
24,11836157,002595,2019-06-12,1.153,1.153,1.0,1.0,1.153
25,11825577,002595,2019-06-11,1.164,1.164,1.0,1.0,1.164
26,11819562,002595,2019-06-10,1.124,1.124,1.0,1.0,1.124
27,11809136,002595,2019-06-06,1.113,1.113,1.0,1.0,1.113
28,11801811,002595,2019-06-05,1.128,1.128,1.0,1.0,1.128
29,11792592,002595,2019-06-04,1.129,1.129,1.0,1.0,1.129
30,11785142,002595,2019-06-03,1.146,1.146,1.0,1.0,1.146
31,11774269,002595,2019-05-31,1.153,1.153,1.0,1.0,1.153
32,11767466,002595,2019-05-30,1.16,1.16,1.0,1.0,1.16
33,11758375,002595,2019-05-29,1.17,1.17,1.0,1.0,1.17
34,11752185,002595,2019-05-28,1.171,1.171,1.0,1.0,1.171
35,11742619,002595,2019-05-27,1.166,1.166,1.0,1.0,1.166
36,11732575,002595,2019-05-24,1.146,1.146,1.0,1.0,1.146
37,11724770,002595,2019-05-23,1.151,1.151,1.0,1.0,1.151
38,11717066,002595,2019-05-22,1.177,1.177,1.0,1.0,1.177
39,11709603,002595,2019-05-21,1.185,1.185,1.0,1.0,1.185
40,11701978,002595,2019-05-20,1.161,1.161,1.0,1.0,1.161
41,11691401,002595,2019-05-17,1.183,1.183,1.0,1.0,1.183
42,11684883,002595,2019-05-16,1.216,1.216,1.0,1.0,1.216
43,11677066,002595,2019-05-15,1.215,1.215,1.0,1.0,1.215
44,11669417,002595,2019-05-14,1.183,1.183,1.0,1.0,1.183
45,11660297,002595,2019-05-13,1.194,1.194,1.0,1.0,1.194
46,11650778,002595,2019-05-10,1.206,1.206,1.0,1.0,1.206
47,11644777,002595,2019-05-09,1.162,1.162,1.0,1.0,1.162
48,11631390,002595,2019-05-08,1.172,1.172,1.0,1.0,1.172
49,11626045,002595,2019-05-07,1.179,1.179,1.0,1.0,1.179
50,11619484,002595,2019-05-06,1.16,1.16,1.0,1.0,1.16
51,11604817,002595,2019-04-30,1.235,1.235,1.0,1.0,1.235
52,11598265,002595,2019-04-29,1.235,1.235,1.0,1.0,1.235
53,11587482,002595,2019-04-26,1.245,1.245,1.0,1.0,1.245
54,11584120,002595,2019-04-25,1.261,1.261,1.0,1.0,1.261
55,11572824,002595,2019-04-24,1.279,1.279,1.0,1.0,1.279
56,11564101,002595,2019-04-23,1.265,1.265,1.0,1.0,1.265
57,11558102,002595,2019-04-22,1.269,1.269,1.0,1.0,1.269
58,11549048,002595,2019-04-19,1.277,1.277,1.0,1.0,1.277
59,11541204,002595,2019-04-18,1.267,1.267,1.0,1.0,1.267
60,11533543,002595,2019-04-17,1.266,1.266,1.0,1.0,1.266
61,11526009,002595,2019-04-16,1.25,1.25,1.0,1.0,1.25
62,11520951,002595,2019-04-15,1.231,1.231,1.0,1.0,1.231
63,11507150,002595,2019-04-12,1.249,1.249,1.0,1.0,1.249
64,11499929,002595,2019-04-11,1.254,1.254,1.0,1.0,1.254
65,11490482,002595,2019-04-10,1.289,1.289,1.0,1.0,1.289
66,11481599,002595,2019-04-09,1.284,1.284,1.0,1.0,1.284
67,11473811,002595,2019-04-08,1.283,1.283,1.0,1.0,1.283
68,11461618,002595,2019-04-04,1.265,1.265,1.0,1.0,1.265
69,11451968,002595,2019-04-03,1.243,1.243,1.0,1.0,1.243
70,11444911,002595,2019-04-02,1.231,1.231,1.0,1.0,1.231
71,11435951,002595,2019-04-01,1.242,1.242,1.0,1.0,1.242
72,11424420,002595,2019-03-29,1.206,1.206,1.0,1.0,1.206
73,11417964,002595,2019-03-28,1.164,1.164,1.0,1.0,1.164
74,11410738,002595,2019-03-27,1.175,1.175,1.0,1.0,1.175
75,11402645,002595,2019-03-26,1.165,1.165,1.0,1.0,1.165
76,11394032,002595,2019-03-25,1.188,1.188,1.0,1.0,1.188
77,11384675,002595,2019-03-22,1.2,1.2,1.0,1.0,1.2
78,11377137,002595,2019-03-21,1.199,1.199,1.0,1.0,1.199
79,11369420,002595,2019-03-20,1.196,1.196,1.0,1.0,1.196
80,11361917,002595,2019-03-19,1.2,1.2,1.0,1.0,1.2
81,11353474,002595,2019-03-18,1.201,1.201,1.0,1.0,1.201
82,11344076,002595,2019-03-15,1.173,1.173,1.0,1.0,1.173
83,11336778,002595,2019-03-14,1.158,1.158,1.0,1.0,1.158
84,11328756,002595,2019-03-13,1.184,1.184,1.0,1.0,1.184
85,11322196,002595,2019-03-12,1.22,1.22,1.0,1.0,1.22
86,11314014,002595,2019-03-11,1.188,1.188,1.0,1.0,1.188
87,11303957,002595,2019-03-08,1.146,1.146,1.0,1.0,1.146
88,11296289,002595,2019-03-07,1.174,1.174,1.0,1.0,1.174
89,11288642,002595,2019-03-06,1.186,1.186,1.0,1.0,1.186
90,11281356,002595,2019-03-05,1.177,1.177,1.0,1.0,1.177
91,11272856,002595,2019-03-04,1.161,1.161,1.0,1.0,1.161
92,11264707,002595,2019-03-01,1.137,1.137,1.0,1.0,1.137
93,11256738,002595,2019-02-28,1.123,1.123,1.0,1.0,1.123
94,11249623,002595,2019-02-27,1.127,1.127,1.0,1.0,1.127
95,11241991,002595,2019-02-26,1.14,1.14,1.0,1.0,1.14
96,11233768,002595,2019-02-25,1.148,1.148,1.0,1.0,1.148
97,11225101,002595,2019-02-22,1.097,1.097,1.0,1.0,1.097
98,11217796,002595,2019-02-21,1.068,1.068,1.0,1.0,1.068
99,11211376,002595,2019-02-20,1.06,1.06,1.0,1.0,1.06
100,11203373,002595,2019-02-19,1.054,1.054,1.0,1.0,1.054
101,11196218,002595,2019-02-18,1.061,1.061,1.0,1.0,1.061
102,11186200,002595,2019-02-15,1.031,1.031,1.0,1.0,1.031
103,11179076,002595,2019-02-14,1.045,1.045,1.0,1.0,1.045
104,11172716,002595,2019-02-13,1.044,1.044,1.0,1.0,1.044
105,11164473,002595,2019-02-12,1.031,1.031,1.0,1.0,1.031
106,11155672,002595,2019-02-11,1.027,1.027,1.0,1.0,1.027
107,11140100,002595,2019-02-01,1.007,1.007,1.0,1.0,1.007
108,11134187,002595,2019-01-31,0.988,0.988,1.0,1.0,0.988
109,11125910,002595,2019-01-30,0.983,0.983,1.0,1.0,0.983
110,11119315,002595,2019-01-29,0.994,0.994,1.0,1.0,0.994
111,11110073,002595,2019-01-28,0.992,0.992,1.0,1.0,0.992
112,11101579,002595,2019-01-25,0.987,0.987,1.0,1.0,0.987
113,11094427,002595,2019-01-24,0.982,0.982,1.0,1.0,0.982
114,11087021,002595,2019-01-23,0.98,0.98,1.0,1.0,0.98
115,11079711,002595,2019-01-22,0.971,0.971,1.0,1.0,0.971
116,11070728,002595,2019-01-21,0.985,0.985,1.0,1.0,0.985
117,11063430,002595,2019-01-18,0.982,0.982,1.0,1.0,0.982
118,11055261,002595,2019-01-17,0.971,0.971,1.0,1.0,0.971
119,11047734,002595,2019-01-16,0.977,0.977,1.0,1.0,0.977
120,11040375,002595,2019-01-15,0.976,0.976,1.0,1.0,0.976
121,11032472,002595,2019-01-14,0.965,0.965,1.0,1.0,0.965
122,11021456,002595,2019-01-11,0.97,0.97,1.0,1.0,0.97
123,11014167,002595,2019-01-10,0.969,0.969,1.0,1.0,0.969
124,11006285,002595,2019-01-09,0.969,0.969,1.0,1.0,0.969
125,10998494,002595,2019-01-08,0.971,0.971,1.0,1.0,0.971
126,10990185,002595,2019-01-07,0.973,0.973,1.0,1.0,0.973
127,10979100,002595,2019-01-04,0.959,0.959,1.0,1.0,0.959
128,10969738,002595,2019-01-03,0.94,0.94,1.0,1.0,0.94
129,10966635,002595,2019-01-02,0.946,0.946,1.0,1.0,0.946
130,10953115,002595,2018-12-31,0.962,0.962,1.0,1.0,0.962
131,10943647,002595,2018-12-28,0.962,0.962,1.0,1.0,0.962
132,10935815,002595,2018-12-27,0.954,0.954,1.0,1.0,0.954
133,10928265,002595,2018-12-26,0.957,0.957,1.0,1.0,0.957
134,10921150,002595,2018-12-25,0.958,0.958,1.0,1.0,0.958
135,10913871,002595,2018-12-24,0.964,0.964,1.0,1.0,0.964
136,10902893,002595,2018-12-21,0.956,0.956,1.0,1.0,0.956
137,10896552,002595,2018-12-20,0.96,0.96,1.0,1.0,0.96
138,10888243,002595,2018-12-19,0.963,0.963,1.0,1.0,0.963
139,10880801,002595,2018-12-18,0.973,0.973,1.0,1.0,0.973
140,10872908,002595,2018-12-17,0.976,0.976,1.0,1.0,0.976
141,10864477,002595,2018-12-14,0.979,0.979,1.0,1.0,0.979
142,10858314,002595,2018-12-13,0.995,0.995,1.0,1.0,0.995
143,10847390,002595,2018-12-12,0.981,0.981,1.0,1.0,0.981
144,10841175,002595,2018-12-11,0.98,0.98,1.0,1.0,0.98
145,10834231,002595,2018-12-10,0.979,0.979,1.0,1.0,0.979
146,10827150,002595,2018-12-07,0.985,0.985,1.0,1.0,0.985
147,10818669,002595,2018-12-06,0.987,0.987,1.0,1.0,0.987
148,10811000,002595,2018-12-05,1.006,1.006,1.0,1.0,1.006
149,10803914,002595,2018-12-04,1.007,1.007,1.0,1.0,1.007
150,10793655,002595,2018-12-03,1.008,1.008,1.0,1.0,1.008
151,10786855,002595,2018-11-30,0.983,0.983,1.0,1.0,0.983
152,10779461,002595,2018-11-29,0.974,0.974,1.0,1.0,0.974
153,10773173,002595,2018-11-28,0.984,0.984,1.0,1.0,0.984
154,10764909,002595,2018-11-27,0.977,0.977,1.0,1.0,0.977
155,10756876,002595,2018-11-26,0.969,0.969,1.0,1.0,0.969
156,10749033,002595,2018-11-23,0.976,0.976,1.0,1.0,0.976
157,10741271,002595,2018-11-22,0.996,0.996,1.0,1.0,0.996
158,10734424,002595,2018-11-21,1.001,1.001,1.0,1.0,1.001
159,10728289,002595,2018-11-20,0.992,0.992,1.0,1.0,0.992
160,10718963,002595,2018-11-19,1.011,1.011,1.0,1.0,1.011
161,10710802,002595,2018-11-16,1.013,1.013,1.0,1.0,1.013
162,10704012,002595,2018-11-15,1.01,1.01,1.0,1.0,1.01
163,10695951,002595,2018-11-14,0.997,0.997,1.0,1.0,0.997
164,10688812,002595,2018-11-13,1.003,1.003,1.0,1.0,1.003
165,10680563,002595,2018-11-12,0.996,0.996,1.0,1.0,0.996
166,10672114,002595,2018-11-09,0.98,0.98,1.0,1.0,0.98
167,10663231,002595,2018-11-08,0.983,0.983,1.0,1.0,0.983
168,10658218,002595,2018-11-07,0.988,0.988,1.0,1.0,0.988
169,10650463,002595,2018-11-06,0.991,0.991,1.0,1.0,0.991
170,10641007,002595,2018-11-05,0.985,0.985,1.0,1.0,0.985
171,10631360,002595,2018-11-02,0.988,0.988,1.0,1.0,0.988
172,10623100,002595,2018-11-01,0.962,0.962,1.0,1.0,0.962
173,10615682,002595,2018-10-31,0.956,0.956,1.0,1.0,0.956
174,10608734,002595,2018-10-30,0.935,0.935,1.0,1.0,0.935
175,10599684,002595,2018-10-29,0.926,0.926,1.0,1.0,0.926
176,10591324,002595,2018-10-26,0.949,0.949,1.0,1.0,0.949
177,10585106,002595,2018-10-25,0.952,0.952,1.0,1.0,0.952
178,10576270,002595,2018-10-24,0.958,0.958,1.0,1.0,0.958
179,10571389,002595,2018-10-23,0.961,0.961,1.0,1.0,0.961
180,10562102,002595,2018-10-22,0.984,0.984,1.0,1.0,0.984
181,10554242,002595,2018-10-19,0.941,0.941,1.0,1.0,0.941
182,10546845,002595,2018-10-18,0.92,0.92,1.0,1.0,0.92
183,10539898,002595,2018-10-17,0.945,0.945,1.0,1.0,0.945
184,10505492,002595,2018-10-16,0.939,0.939,1.0,1.0,0.939
185,10411668,002595,2018-10-15,0.959,0.959,1.0,1.0,0.959
186,9965614,002595,2018-10-12,0.978,0.978,1.0,1.0,0.978
187,9821820,002595,2018-10-11,0.966,0.966,1.0,1.0,0.966
188,9692687,002595,2018-10-10,1.002,1.002,1.0,1.0,1.002
189,9605444,002595,2018-10-09,1.002,1.002,1.0,1.0,1.002
190,9514703,002595,2018-10-08,1.0,1.0,1.0,1.0,1.0
191,9305439,002595,2018-09-28,1.035,1.035,1.0,1.0,1.035
192,9299750,002595,2018-09-27,1.02,1.02,1.0,1.0,1.02
193,9285950,002595,2018-09-26,1.028,1.028,1.0,1.0,1.028
194,9266875,002595,2018-09-25,1.02,1.02,1.0,1.0,1.02
195,9235751,002595,2018-09-21,1.022,1.022,1.0,1.0,1.022
196,9228823,002595,2018-09-20,1.009,1.009,1.0,1.0,1.009
197,9211488,002595,2018-09-19,1.007,1.007,1.0,1.0,1.007
198,9191410,002595,2018-09-18,0.993,0.993,1.0,1.0,0.993
199,9184705,002595,2018-09-17,0.977,0.977,1.0,1.0,0.977
200,9144807,002595,2018-09-14,0.994,0.994,1.0,1.0,0.994
201,9144806,002595,2018-09-13,0.998,0.998,1.0,1.0,0.998
