,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12056300,005966,2019-07-15,1.1479,1.1479,1.0,1.0,1.1479
1,12044519,005966,2019-07-12,1.136,1.136,1.0,1.0,1.136
2,12036211,005966,2019-07-11,1.1307,1.1307,1.0,1.0,1.1307
3,12025434,005966,2019-07-10,1.13,1.13,1.0,1.0,1.13
4,12007554,005966,2019-07-09,1.1378,1.1378,1.0,1.0,1.1378
5,12000023,005966,2019-07-08,1.1348,1.1348,1.0,1.0,1.1348
6,11989915,005966,2019-07-05,1.1693,1.1693,1.0,1.0,1.1693
7,11975089,005966,2019-07-04,1.1632,1.1632,1.0,1.0,1.1632
8,11975088,005966,2019-07-03,1.167,1.167,1.0,1.0,1.167
9,11964036,005966,2019-07-02,1.1764,1.1764,1.0,1.0,1.1764
10,11957420,005966,2019-07-01,1.1804,1.1804,1.0,1.0,1.1804
11,11946838,005966,2019-06-30,1.1478,1.1478,1.0,1.0,1.1478
12,11946837,005966,2019-06-28,1.148,1.148,1.0,1.0,1.148
13,11929834,005966,2019-06-27,1.1585,1.1585,1.0,1.0,1.1585
14,11929833,005966,2019-06-26,1.1459,1.1459,1.0,1.0,1.1459
15,11915828,005966,2019-06-25,1.1459,1.1459,1.0,1.0,1.1459
16,11908795,005966,2019-06-24,1.1556,1.1556,1.0,1.0,1.1556
17,11897466,005966,2019-06-21,1.1554,1.1554,1.0,1.0,1.1554
18,11888786,005966,2019-06-20,1.1423,1.1423,1.0,1.0,1.1423
19,11881056,005966,2019-06-19,1.1184,1.1184,1.0,1.0,1.1184
20,11872948,005966,2019-06-18,1.1037,1.1037,1.0,1.0,1.1037
21,11863943,005966,2019-06-17,1.1044,1.1044,1.0,1.0,1.1044
22,11855255,005966,2019-06-14,1.1061,1.1061,1.0,1.0,1.1061
23,11845742,005966,2019-06-13,1.1228,1.1228,1.0,1.0,1.1228
24,11838763,005966,2019-06-12,1.1211,1.1211,1.0,1.0,1.1211
25,11827691,005966,2019-06-11,1.1309,1.1309,1.0,1.0,1.1309
26,11821220,005966,2019-06-10,1.0956,1.0956,1.0,1.0,1.0956
