,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12056904,007073,2019-07-15,1.0085,1.0138,1.0,1.016029,1.024665
1,12045251,007073,2019-07-12,1.0084,1.0137,1.0,1.016029,1.024564
2,12037179,007073,2019-07-11,1.0083,1.0136,1.0,1.016029,1.024462
3,12026051,007073,2019-07-10,1.0082,1.0135,1.0,1.016029,1.02436
4,12008754,007073,2019-07-09,1.0083,1.0136,1.0,1.016029,1.024462
5,12008753,007073,2019-07-08,1.0082,1.0135,1.0,1.016029,1.02436
6,11993577,007073,2019-07-05,1.008,1.0133,1.0,1.016029,1.024157
7,11976447,007073,2019-07-04,1.0079,1.0132,1.0,1.016029,1.024056
8,11976446,007073,2019-07-03,1.0078,1.0131,1.0,1.016029,1.023954
9,11964711,007073,2019-07-02,1.0076,1.0129,1.0,1.016029,1.023751
10,11958458,007073,2019-07-01,1.0075,1.0128,1.0,1.016029,1.023649
11,11948550,007073,2019-06-30,1.0073,1.0126,1.0,1.016029,1.023446
12,11948549,007073,2019-06-28,1.0072,1.0125,1.0,1.016029,1.023344
13,11931238,007073,2019-06-27,1.007,1.0123,1.0,1.016029,1.023141
14,11931237,007073,2019-06-26,1.0069,1.0122,1.0,1.016029,1.02304
15,11916317,007073,2019-06-25,1.0067,1.012,1.0,1.016029,1.022836
16,11909657,007073,2019-06-24,1.0065,1.0118,1.0,1.016029,1.022633
17,11898118,007073,2019-06-21,1.0062,1.0115,1.0,1.016029,1.022328
18,11889348,007073,2019-06-20,1.0061,1.0114,1.0,1.016029,1.022227
19,11881633,007073,2019-06-19,1.0059,1.0112,1.0,1.016029,1.022024
20,11873809,007073,2019-06-18,1.0056,1.0109,1.0,1.016029,1.021719
21,11864476,007073,2019-06-17,1.0053,1.0106,1.0,1.016029,1.021414
22,11855875,007073,2019-06-14,1.0051,1.0104,1.0,1.016029,1.021211
23,11846300,007073,2019-06-13,1.0051,1.0104,1.0,1.016029,1.021211
24,11839924,007073,2019-06-12,1.005,1.0103,1.0,1.016029,1.021109
25,11828542,007073,2019-06-11,1.005,1.0103,1.0,1.016029,1.021109
26,11821755,007073,2019-06-10,1.005,1.0103,1.0,1.016029,1.021109
27,11811622,007073,2019-06-06,1.0047,1.01,1.0,1.016029,1.020804
28,11804725,007073,2019-06-05,1.0047,1.01,1.0,1.016029,1.020804
29,11794751,007073,2019-06-04,1.0046,1.0099,1.0,1.016029,1.020703
30,11787300,007073,2019-06-03,1.0046,1.0099,1.0,1.016029,1.020703
31,11777555,007073,2019-05-31,1.0043,1.0096,1.0,1.016029,1.020398
32,11769650,007073,2019-05-30,1.0042,1.0095,1.0,1.016029,1.020296
33,11761311,007073,2019-05-29,1.0041,1.0094,1.0,1.016029,1.020195
34,11754316,007073,2019-05-28,1.0039,1.0092,1.0,1.016029,1.019992
35,11744940,007073,2019-05-27,1.0038,1.0091,1.0,1.016029,1.01989
36,11735801,007073,2019-05-24,1.0036,1.0089,1.0,1.016029,1.019687
37,11727720,007073,2019-05-23,1.0035,1.0088,1.0,1.016029,1.019585
38,11719984,007073,2019-05-22,1.0034,1.0087,1.0,1.016029,1.019483
39,11711758,007073,2019-05-21,1.0033,1.0086,1.0,1.016029,1.019382
40,11704037,007073,2019-05-20,1.0033,1.0086,1.0,1.016029,1.019382
41,11694640,007073,2019-05-17,1.003,1.0083,1.0,1.016029,1.019077
42,11687035,007073,2019-05-16,1.0029,1.0082,1.0,1.016029,1.018975
43,11679251,007073,2019-05-15,1.0028,1.0081,1.0,1.016029,1.018874
44,11671570,007073,2019-05-14,1.0027,1.008,1.0,1.016029,1.018772
45,11662531,007073,2019-05-13,1.0027,1.008,1.0,1.016029,1.018772
46,11653145,007073,2019-05-10,1.0024,1.0077,1.0,1.016029,1.018467
47,11646445,007073,2019-05-09,1.0023,1.0076,1.0,1.016029,1.018366
48,11634342,007073,2019-05-08,1.0022,1.0075,1.0,1.016029,1.018264
49,11628987,007073,2019-05-07,1.002,1.0073,1.0,1.016029,1.018061
50,11621619,007073,2019-05-06,1.0019,1.0072,1.0,1.016029,1.017959
51,11608079,007073,2019-04-30,1.001,1.0063,1.0,1.016029,1.017045
52,11600592,007073,2019-04-29,1.0009,1.0062,1.0,1.016029,1.016943
53,11590698,007073,2019-04-26,1.0008,1.0061,1.0,1.016029,1.016842
54,11580748,007073,2019-04-25,1.0008,1.0061,1.0,1.016029,1.016842
55,11578336,007073,2019-04-24,1.0009,1.0062,1.0,1.016029,1.016943
56,11567658,007073,2019-04-23,1.0011,1.0064,1.0,1.016029,1.017147
57,11560137,007073,2019-04-22,1.0012,1.0065,1.0,1.016029,1.017248
58,11551436,007073,2019-04-19,1.001,1.0063,1.0,1.016029,1.017045
59,11543255,007073,2019-04-18,1.0009,1.0062,1.0,1.016029,1.016943
60,11535619,007073,2019-04-17,1.0007,1.006,1.0,1.016029,1.01674
61,11528019,007073,2019-04-16,1.0006,1.0059,1.0,1.016029,1.016639
62,11522393,007073,2019-04-15,1.0006,1.0059,1.0,1.016029,1.016639
63,11509622,007073,2019-04-12,1.0007,1.006,1.0,1.016029,1.01674
64,11501781,007073,2019-04-11,1.0007,1.006,1.0,1.016029,1.01674
65,11492722,007073,2019-04-10,1.0007,1.006,1.0,1.016029,1.01674
66,11483743,007073,2019-04-09,1.0007,1.006,1.005324,1.016029,1.01674
67,11476011,007073,2019-04-08,1.006,1.006,1.0,1.0,1.006
68,11464284,007073,2019-04-04,1.0057,1.0057,1.0,1.0,1.0057
69,11454991,007073,2019-04-03,1.0057,1.0057,1.0,1.0,1.0057
70,11447063,007073,2019-04-02,1.0057,1.0057,1.0,1.0,1.0057
71,11438011,007073,2019-04-01,1.0057,1.0057,1.0,1.0,1.0057
72,11427624,007073,2019-03-29,1.0055,1.0055,1.0,1.0,1.0055
73,11420027,007073,2019-03-28,1.0052,1.0052,1.0,1.0,1.0052
74,11412572,007073,2019-03-27,1.0051,1.0051,1.0,1.0,1.0051
75,11404545,007073,2019-03-26,1.0049,1.0049,1.0,1.0,1.0049
76,11395980,007073,2019-03-25,1.0047,1.0047,1.0,1.0,1.0047
77,11387011,007073,2019-03-22,1.0044,1.0044,1.0,1.0,1.0044
78,11379134,007073,2019-03-21,1.0042,1.0042,1.0,1.0,1.0042
79,11371392,007073,2019-03-20,1.0034,1.0034,1.0,1.0,1.0034
80,11363861,007073,2019-03-19,1.0032,1.0032,1.0,1.0,1.0032
81,11355397,007073,2019-03-18,1.0031,1.0031,1.0,1.0,1.0031
