,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12058416,510310,2019-07-15,1.6857,1.6857,1.0,1.0,1.6857
1,12046820,510310,2019-07-12,1.6791,1.6791,1.0,1.0,1.6791
2,12038877,510310,2019-07-11,1.666,1.666,1.0,1.0,1.666
3,12027340,510310,2019-07-10,1.6652,1.6652,1.0,1.0,1.6652
4,12011236,510310,2019-07-09,1.6673,1.6673,1.0,1.0,1.6673
5,12011235,510310,2019-07-08,1.6705,1.6705,1.0,1.0,1.6705
6,11994226,510310,2019-07-05,1.7096,1.7096,1.0,1.0,1.7096
7,11979262,510310,2019-07-04,1.6994,1.6994,1.0,1.0,1.6994
8,11979261,510310,2019-07-03,1.7082,1.7082,1.0,1.0,1.7082
9,11986761,510310,2019-07-02,1.7262,1.7262,1.0,1.0,1.7262
10,11960541,510310,2019-07-01,1.7257,1.7257,1.0,1.0,1.7257
11,11951261,510310,2019-06-30,1.6776,1.6776,1.0,1.0,1.6776
12,11951260,510310,2019-06-28,1.6776,1.6776,1.0,1.0,1.6776
13,11934184,510310,2019-06-27,1.6801,1.6801,1.0,1.0,1.6801
14,11934183,510310,2019-06-26,1.6616,1.6616,1.0,1.0,1.6616
15,11917645,510310,2019-06-25,1.664,1.664,1.0,1.0,1.664
16,11911219,510310,2019-06-24,1.6812,1.6812,1.0,1.0,1.6812
17,11899599,510310,2019-06-21,1.678,1.678,1.0,1.0,1.678
18,11890800,510310,2019-06-20,1.6755,1.6755,1.0,1.0,1.6755
19,11883055,510310,2019-06-19,1.6266,1.6266,1.0,1.0,1.6266
20,11875419,510310,2019-06-18,1.6028,1.6028,1.0,1.0,1.6028
21,11865861,510310,2019-06-17,1.5971,1.5971,1.0,1.0,1.5971
22,11857357,510310,2019-06-14,1.5971,1.5971,1.0,1.0,1.5971
23,11847719,510310,2019-06-13,1.6096,1.6096,1.0,1.0,1.6096
24,11841803,510310,2019-06-12,1.612,1.612,1.0,1.0,1.612
25,11830220,510310,2019-06-11,1.6239,1.6239,1.0,1.0,1.6239
26,11823166,510310,2019-06-10,1.5757,1.5757,1.0,1.0,1.5757
27,11813082,510310,2019-06-06,1.5557,1.5557,1.0,1.0,1.5557
28,11806305,510310,2019-06-05,1.5691,1.5691,1.0,1.0,1.5691
29,11796146,510310,2019-06-04,1.5693,1.5693,1.0,1.0,1.5693
30,11788712,510310,2019-06-03,1.5838,1.5838,1.0,1.0,1.5838
31,11779284,510310,2019-05-31,1.582,1.582,1.0,1.0,1.582
32,11771055,510310,2019-05-30,1.5858,1.5858,1.0,1.0,1.5858
33,11762952,510310,2019-05-29,1.5946,1.5946,1.0,1.0,1.5946
34,11755705,510310,2019-05-28,1.598,1.598,1.0,1.0,1.598
35,11746457,510310,2019-05-27,1.5822,1.5822,1.0,1.0,1.5822
36,11737509,510310,2019-05-24,1.5627,1.5627,1.0,1.0,1.5627
37,11729394,510310,2019-05-23,1.5579,1.5579,1.0,1.0,1.5579
38,11721618,510310,2019-05-22,1.5843,1.5843,1.0,1.0,1.5843
39,11713144,510310,2019-05-21,1.5915,1.5915,1.0,1.0,1.5915
40,11705376,510310,2019-05-20,1.5701,1.5701,1.0,1.0,1.5701
41,11696268,510310,2019-05-17,1.5836,1.5836,1.0,1.0,1.5836
42,11688399,510310,2019-05-16,1.6248,1.6248,1.0,1.0,1.6248
43,11680601,510310,2019-05-15,1.6177,1.6177,1.0,1.0,1.6177
44,11672930,510310,2019-05-14,1.5822,1.5822,1.0,1.0,1.5822
45,11664011,510310,2019-05-13,1.5923,1.5923,1.0,1.0,1.5923
46,11654485,510310,2019-05-10,1.6186,1.6186,1.0,1.0,1.6186
47,11647468,510310,2019-05-09,1.5621,1.5621,1.0,1.0,1.5621
48,11639356,510310,2019-05-08,1.5911,1.5911,1.0,1.0,1.5911
49,11639355,510310,2019-05-07,1.6137,1.6137,1.0,1.0,1.6137
50,11623023,510310,2019-05-06,1.5976,1.5976,1.0,1.0,1.5976
51,11609741,510310,2019-04-30,1.6958,1.6958,1.0,1.0,1.6958
52,11602057,510310,2019-04-29,1.6899,1.6899,1.0,1.0,1.6899
53,11592372,510310,2019-04-26,1.6851,1.6851,1.0,1.0,1.6851
54,11582119,510310,2019-04-25,1.7075,1.7075,1.0,1.0,1.7075
55,11579398,510310,2019-04-24,1.7452,1.7452,1.0,1.0,1.7452
56,11569373,510310,2019-04-23,1.7404,1.7404,1.0,1.0,1.7404
57,11561455,510310,2019-04-22,1.7434,1.7434,1.0,1.0,1.7434
58,11552815,510310,2019-04-19,1.7843,1.7843,1.0,1.0,1.7843
59,11544596,510310,2019-04-18,1.7634,1.7634,1.0,1.0,1.7634
60,11536970,510310,2019-04-17,1.7697,1.7697,1.0,1.0,1.7697
61,11529358,510310,2019-04-16,1.7691,1.7691,1.0,1.0,1.7691
62,11519819,510310,2019-04-15,1.7216,1.7216,1.0,1.0,1.7216
63,11510956,510310,2019-04-12,1.7273,1.7273,1.0,1.0,1.7273
64,11502801,510310,2019-04-11,1.7311,1.7311,1.0,1.0,1.7311
65,11494099,510310,2019-04-10,1.7689,1.7689,1.0,1.0,1.7689
66,11485121,510310,2019-04-09,1.7645,1.7645,1.0,1.0,1.7645
67,11477351,510310,2019-04-08,1.7568,1.7568,1.0,1.0,1.7568
68,11465677,510310,2019-04-04,1.7582,1.7582,1.0,1.0,1.7582
69,11456600,510310,2019-04-03,1.7407,1.7407,1.0,1.0,1.7407
70,11448408,510310,2019-04-02,1.7191,1.7191,1.0,1.0,1.7191
71,11439366,510310,2019-04-01,1.7203,1.7203,1.0,1.0,1.7203
72,11429220,510310,2019-03-29,1.6767,1.6767,1.0,1.0,1.6767
73,11421336,510310,2019-03-28,1.6148,1.6148,1.0,1.0,1.6148
74,11413775,510310,2019-03-27,1.6209,1.6209,1.0,1.0,1.6209
75,11405814,510310,2019-03-26,1.6027,1.6027,1.0,1.0,1.6027
76,11397249,510310,2019-03-25,1.6206,1.6206,1.0,1.0,1.6206
77,11388324,510310,2019-03-22,1.6596,1.6596,1.0,1.0,1.6596
78,11380402,510310,2019-03-21,1.6608,1.6608,1.0,1.0,1.6608
79,11372670,510310,2019-03-20,1.6602,1.6602,1.0,1.0,1.6602
80,11365172,510310,2019-03-19,1.6597,1.6597,1.0,1.0,1.6597
81,11356691,510310,2019-03-18,1.6675,1.6675,1.0,1.0,1.6675
82,11347722,510310,2019-03-15,1.6219,1.6219,1.0,1.0,1.6219
83,11339757,510310,2019-03-14,1.6017,1.6017,1.0,1.0,1.6017
84,11331834,510310,2019-03-13,1.6124,1.6124,1.0,1.0,1.6124
85,11324878,510310,2019-03-12,1.6258,1.6258,1.0,1.0,1.6258
86,11318847,510310,2019-03-11,1.6149,1.6149,1.0,1.0,1.6149
87,11307497,510310,2019-03-08,1.5836,1.5836,1.0,1.0,1.5836
88,11299554,510310,2019-03-07,1.6483,1.6483,1.0,1.0,1.6483
89,11291709,510310,2019-03-06,1.6652,1.6652,1.0,1.0,1.6652
90,11284563,510310,2019-03-05,1.6516,1.6516,1.0,1.0,1.6516
91,11276065,510310,2019-03-04,1.6423,1.6423,1.0,1.0,1.6423
92,11267562,510310,2019-03-01,1.6235,1.6235,1.0,1.0,1.6235
93,11259689,510310,2019-02-28,1.5891,1.5891,1.0,1.0,1.5891
94,11252333,510310,2019-02-27,1.5934,1.5934,1.0,1.0,1.5934
95,11245068,510310,2019-02-26,1.5961,1.5961,1.0,1.0,1.5961
96,11236870,510310,2019-02-25,1.6155,1.6155,1.0,1.0,1.6155
97,11228586,510310,2019-02-22,1.5254,1.5254,1.0,1.0,1.5254
