,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12055808,005062,2019-07-15,0.8838,0.8838,1.0,1.0,0.8838
1,12043919,005062,2019-07-12,0.8719,0.8719,1.0,1.0,0.8719
2,12035543,005062,2019-07-11,0.8681,0.8681,1.0,1.0,0.8681
3,12024982,005062,2019-07-10,0.868,0.868,1.0,1.0,0.868
4,12006634,005062,2019-07-09,0.8756,0.8756,1.0,1.0,0.8756
5,12006633,005062,2019-07-08,0.8723,0.8723,1.0,1.0,0.8723
6,11989505,005062,2019-07-05,0.8984,0.8984,1.0,1.0,0.8984
7,11973985,005062,2019-07-04,0.8938,0.8938,1.0,1.0,0.8938
8,11973984,005062,2019-07-03,0.8937,0.8937,1.0,1.0,0.8937
9,11984553,005062,2019-07-02,0.8997,0.8997,1.0,1.0,0.8997
10,11956588,005062,2019-07-01,0.9011,0.9011,1.0,1.0,0.9011
11,11945601,005062,2019-06-30,0.8754,0.8754,1.0,1.0,0.8754
12,11945600,005062,2019-06-28,0.8755,0.8755,1.0,1.0,0.8755
13,11928668,005062,2019-06-27,0.8836,0.8836,1.0,1.0,0.8836
14,11928667,005062,2019-06-26,0.8761,0.8761,1.0,1.0,0.8761
15,11915363,005062,2019-06-25,0.8765,0.8765,1.0,1.0,0.8765
16,11908153,005062,2019-06-24,0.8848,0.8848,1.0,1.0,0.8848
17,11896877,005062,2019-06-21,0.8837,0.8837,1.0,1.0,0.8837
18,11888311,005062,2019-06-20,0.8719,0.8719,1.0,1.0,0.8719
19,11880548,005062,2019-06-19,0.8554,0.8554,1.0,1.0,0.8554
20,11872275,005062,2019-06-18,0.8452,0.8452,1.0,1.0,0.8452
21,11863473,005062,2019-06-17,0.846,0.846,1.0,1.0,0.846
22,11854655,005062,2019-06-14,0.8455,0.8455,1.0,1.0,0.8455
23,11845227,005062,2019-06-13,0.8587,0.8587,1.0,1.0,0.8587
24,11837924,005062,2019-06-12,0.8558,0.8558,1.0,1.0,0.8558
25,11827027,005062,2019-06-11,0.8629,0.8629,1.0,1.0,0.8629
26,11820725,005062,2019-06-10,0.8334,0.8334,1.0,1.0,0.8334
27,11810408,005062,2019-06-06,0.8257,0.8257,1.0,1.0,0.8257
28,11803244,005062,2019-06-05,0.8406,0.8406,1.0,1.0,0.8406
29,11793734,005062,2019-06-04,0.8427,0.8427,1.0,1.0,0.8427
30,11786276,005062,2019-06-03,0.8515,0.8515,1.0,1.0,0.8515
31,11775869,005062,2019-05-31,0.8597,0.8597,1.0,1.0,0.8597
32,11768607,005062,2019-05-30,0.8612,0.8612,1.0,1.0,0.8612
33,11759808,005062,2019-05-29,0.8667,0.8667,1.0,1.0,0.8667
34,11753325,005062,2019-05-28,0.8671,0.8671,1.0,1.0,0.8671
35,11743842,005062,2019-05-27,0.8684,0.8684,1.0,1.0,0.8684
36,11734169,005062,2019-05-24,0.8483,0.8483,1.0,1.0,0.8483
37,11726244,005062,2019-05-23,0.8536,0.8536,1.0,1.0,0.8536
38,11718527,005062,2019-05-22,0.8689,0.8689,1.0,1.0,0.8689
39,11710757,005062,2019-05-21,0.874,0.874,1.0,1.0,0.874
40,11703085,005062,2019-05-20,0.8583,0.8583,1.0,1.0,0.8583
41,11693020,005062,2019-05-17,0.861,0.861,1.0,1.0,0.861
42,11686052,005062,2019-05-16,0.8855,0.8855,1.0,1.0,0.8855
43,11678237,005062,2019-05-15,0.8779,0.8779,1.0,1.0,0.8779
44,11670567,005062,2019-05-14,0.8605,0.8605,1.0,1.0,0.8605
45,11661476,005062,2019-05-13,0.8659,0.8659,1.0,1.0,0.8659
46,11652019,005062,2019-05-10,0.8767,0.8767,1.0,1.0,0.8767
47,11645709,005062,2019-05-09,0.8489,0.8489,1.0,1.0,0.8489
48,11632876,005062,2019-05-08,0.8566,0.8566,1.0,1.0,0.8566
49,11627535,005062,2019-05-07,0.8617,0.8617,1.0,1.0,0.8617
50,11620616,005062,2019-05-06,0.8527,0.8527,1.0,1.0,0.8527
51,11606456,005062,2019-04-30,0.9149,0.9149,1.0,1.0,0.9149
52,11599469,005062,2019-04-29,0.9081,0.9081,1.0,1.0,0.9081
53,11589087,005062,2019-04-26,0.9284,0.9284,1.0,1.0,0.9284
54,11585241,005062,2019-04-25,0.9365,0.9365,1.0,1.0,0.9365
55,11573310,005062,2019-04-24,0.9688,0.9688,1.0,1.0,0.9688
56,11565856,005062,2019-04-23,0.9598,0.9598,1.0,1.0,0.9598
57,11559211,005062,2019-04-22,0.9736,0.9736,1.0,1.0,0.9736
58,11550325,005062,2019-04-19,0.9873,0.9873,1.0,1.0,0.9873
59,11542320,005062,2019-04-18,0.9819,0.9819,1.0,1.0,0.9819
60,11534682,005062,2019-04-17,0.9866,0.9866,1.0,1.0,0.9866
61,11527126,005062,2019-04-16,0.9827,0.9827,1.0,1.0,0.9827
62,11521657,005062,2019-04-15,0.9633,0.9633,1.0,1.0,0.9633
63,11508430,005062,2019-04-12,0.9748,0.9748,1.0,1.0,0.9748
64,11501013,005062,2019-04-11,0.9734,0.9734,1.0,1.0,0.9734
65,11491706,005062,2019-04-10,0.9919,0.9919,1.0,1.0,0.9919
66,11482795,005062,2019-04-09,0.9927,0.9927,1.0,1.0,0.9927
67,11474994,005062,2019-04-08,0.9915,0.9915,1.0,1.0,0.9915
68,11463039,005062,2019-04-04,0.9916,0.9916,1.0,1.0,0.9916
69,11453543,005062,2019-04-03,0.9843,0.9843,1.0,1.0,0.9843
70,11446150,005062,2019-04-02,0.9738,0.9738,1.0,1.0,0.9738
71,11437122,005062,2019-04-01,0.973,0.973,1.0,1.0,0.973
72,11426032,005062,2019-03-29,0.9388,0.9388,1.0,1.0,0.9388
73,11419066,005062,2019-03-28,0.9114,0.9114,1.0,1.0,0.9114
74,11411724,005062,2019-03-27,0.9222,0.9222,1.0,1.0,0.9222
75,11403708,005062,2019-03-26,0.9116,0.9116,1.0,1.0,0.9116
76,11395098,005062,2019-03-25,0.9342,0.9342,1.0,1.0,0.9342
77,11385885,005062,2019-03-22,0.9451,0.9451,1.0,1.0,0.9451
78,11378209,005062,2019-03-21,0.9396,0.9396,1.0,1.0,0.9396
79,11370483,005062,2019-03-20,0.9301,0.9301,1.0,1.0,0.9301
80,11363009,005062,2019-03-19,0.9318,0.9318,1.0,1.0,0.9318
81,11354524,005062,2019-03-18,0.9302,0.9302,1.0,1.0,0.9302
82,11345294,005062,2019-03-15,0.9065,0.9065,1.0,1.0,0.9065
83,11337835,005062,2019-03-14,0.8953,0.8953,1.0,1.0,0.8953
84,11329769,005062,2019-03-13,0.912,0.912,1.0,1.0,0.912
85,11323065,005062,2019-03-12,0.9315,0.9315,1.0,1.0,0.9315
86,11315675,005062,2019-03-11,0.9157,0.9157,1.0,1.0,0.9157
87,11305219,005062,2019-03-08,0.8811,0.8811,1.0,1.0,0.8811
88,11297424,005062,2019-03-07,0.9154,0.9154,1.0,1.0,0.9154
89,11289688,005062,2019-03-06,0.9086,0.9086,1.0,1.0,0.9086
90,11282442,005062,2019-03-05,0.8968,0.8968,1.0,1.0,0.8968
91,11273930,005062,2019-03-04,0.8764,0.8764,1.0,1.0,0.8764
92,11265728,005062,2019-03-01,0.8626,0.8626,1.0,1.0,0.8626
93,11257752,005062,2019-02-28,0.8575,0.8575,1.0,1.0,0.8575
94,11250569,005062,2019-02-27,0.8536,0.8536,1.0,1.0,0.8536
95,11243035,005062,2019-02-26,0.8592,0.8592,1.0,1.0,0.8592
96,11234806,005062,2019-02-25,0.8626,0.8626,1.0,1.0,0.8626
97,11226308,005062,2019-02-22,0.8239,0.8239,1.0,1.0,0.8239
98,11218859,005062,2019-02-21,0.8087,0.8087,1.0,1.0,0.8087
99,11212271,005062,2019-02-20,0.8137,0.8137,1.0,1.0,0.8137
100,11204457,005062,2019-02-19,0.8138,0.8138,1.0,1.0,0.8138
101,11197042,005062,2019-02-18,0.8164,0.8164,1.0,1.0,0.8164
