,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12061246,968048,2019-07-12,10.45,,1.0,1.0,10.45
1,12052807,968048,2019-07-11,10.46,,1.0,1.0,10.46
2,12052806,968048,2019-07-10,10.38,,1.0,1.0,10.38
3,12030708,968048,2019-07-09,10.37,,1.0,1.0,10.37
4,12022262,968048,2019-07-08,10.41,,1.0,1.0,10.41
5,12012136,968048,2019-07-05,10.55,,1.0,1.0,10.55
6,11998164,968048,2019-07-04,10.54,,1.0,1.0,10.54
7,11987198,968048,2019-07-03,10.54,,1.0,1.0,10.54
8,11987197,968048,2019-07-02,10.52,,1.0,1.0,10.52
9,11966387,968048,2019-06-28,10.4,,1.0,1.0,10.4
10,11952432,968048,2019-06-27,10.4,,1.0,1.0,10.4
11,11952431,968048,2019-06-26,10.32,,1.0,1.0,10.32
12,11921908,968048,2019-06-25,10.31,,1.0,1.0,10.31
13,11921907,968048,2019-06-24,10.36,,1.0,1.0,10.36
14,11911824,968048,2019-06-21,10.32,,1.0,1.0,10.32
15,11903482,968048,2019-06-20,10.32,,1.0,1.0,10.32
16,11893654,968048,2019-06-19,10.25,,1.0,1.0,10.25
17,11885666,968048,2019-06-18,10.06,,1.0,1.0,10.06
18,11876108,968048,2019-06-17,10.02,,1.0,1.0,10.02
19,11868929,968048,2019-06-14,10.05,,1.0,1.0,10.05
20,11860981,968048,2019-06-13,10.11,,1.0,1.0,10.11
21,11851351,968048,2019-06-12,10.13,,1.0,1.0,10.13
22,11842570,968048,2019-06-11,10.17,,1.0,1.0,10.17
23,11842569,968048,2019-06-10,10.12,,1.0,1.0,10.12
24,11830878,968048,2019-06-06,9.96,,1.0,1.0,9.96
25,11817795,968048,2019-06-05,9.94,,1.0,1.0,9.94
26,11806968,968048,2019-06-04,9.91,,1.0,1.0,9.91
27,11799831,968048,2019-06-03,9.91,,1.0,1.0,9.91
28,11791125,968048,2019-05-31,9.87,,1.0,1.0,9.87
29,11783206,968048,2019-05-30,9.82,,1.0,1.0,9.82
30,11779954,968048,2019-05-29,9.82,,1.0,1.0,9.82
31,11765923,968048,2019-05-28,9.85,,1.0,1.0,9.85
32,11763583,968048,2019-05-27,9.84,,1.0,1.0,9.84
33,11749544,968048,2019-05-24,9.85,,1.0,1.0,9.85
34,11747040,968048,2019-05-23,9.84,,1.0,1.0,9.84
35,11738187,968048,2019-05-22,9.91,,1.0,1.0,9.91
36,11730052,968048,2019-05-21,9.9,,1.0,1.0,9.9
37,11722276,968048,2019-05-20,9.92,,1.0,1.0,9.92
38,11707579,968048,2019-05-17,9.91,,1.0,1.0,9.91
39,11700297,968048,2019-05-16,10.0,,1.0,1.0,10.0
40,11696936,968048,2019-05-15,9.99,,1.0,1.0,9.99
41,11683346,968048,2019-05-14,9.98,,1.0,1.0,9.98
42,11675499,968048,2019-05-10,10.1,,1.0,1.0,10.1
43,11664595,968048,2019-05-09,10.05,,1.0,1.0,10.05
44,11649352,968048,2019-05-08,10.13,,1.0,1.0,10.13
45,11640877,968048,2019-05-07,10.2,,1.0,1.0,10.2
46,11640876,968048,2019-05-06,10.14,,1.0,1.0,10.14
47,11640875,968048,2019-04-30,10.23,,1.0,1.0,10.23
48,11617207,968048,2019-04-29,10.29,,1.0,1.0,10.29
49,11610486,968048,2019-04-26,10.22,,1.0,1.0,10.22
50,11602625,968048,2019-04-25,10.25,,1.0,1.0,10.25
51,11593043,968048,2019-04-24,10.29,,1.0,1.0,10.29
52,11579775,968048,2019-04-23,10.29,,1.0,1.0,10.29
53,11570053,968048,2019-04-18,10.29,,1.0,1.0,10.29
54,11547445,968048,2019-04-17,10.29,,1.0,1.0,10.29
55,11539814,968048,2019-04-16,10.3,,1.0,1.0,10.3
56,11532126,968048,2019-04-15,10.25,,1.0,1.0,10.25
57,11523293,968048,2019-04-12,10.25,,1.0,1.0,10.25
58,11516112,968048,2019-04-11,10.24,,1.0,1.0,10.24
59,11505660,968048,2019-04-10,10.33,,1.0,1.0,10.33
60,11497590,968048,2019-04-09,10.31,,1.0,1.0,10.31
61,11488990,968048,2019-04-08,10.29,,1.0,1.0,10.29
62,11480142,968048,2019-04-04,10.28,,1.0,1.0,10.28
63,11471833,968048,2019-04-03,10.29,,1.0,1.0,10.29
64,11459850,968048,2019-04-02,10.22,,1.0,1.0,10.22
65,11457229,968048,2019-04-01,10.17,,1.0,1.0,10.17
66,11442331,968048,2019-03-29,10.04,,1.0,1.0,10.04
67,11434230,968048,2019-03-28,9.99,,1.0,1.0,9.99
68,11429884,968048,2019-03-27,9.98,,1.0,1.0,9.98
69,11416457,968048,2019-03-26,9.98,,1.0,1.0,9.98
70,11409172,968048,2019-03-25,9.94,,1.0,1.0,9.94
71,11400269,968048,2019-03-22,10.1,,1.0,1.0,10.1
72,11392437,968048,2019-03-21,10.06,,1.0,1.0,10.06
73,11383123,968048,2019-03-20,10.03,,1.0,1.0,10.03
74,11375646,968048,2019-03-19,10.08,,1.0,1.0,10.08
75,11367925,968048,2019-03-18,10.08,,1.0,1.0,10.08
76,11359491,968048,2019-03-15,9.96,,1.0,1.0,9.96
77,11351840,968048,2019-03-14,9.9,,1.0,1.0,9.9
78,11342456,968048,2019-03-13,9.89,,1.0,1.0,9.89
79,11335241,968048,2019-03-12,9.93,,1.0,1.0,9.93
80,11327294,968048,2019-03-11,9.87,,1.0,1.0,9.87
81,11319617,968048,2019-03-08,9.81,,1.0,1.0,9.81
82,11311555,968048,2019-03-07,9.97,,1.0,1.0,9.97
83,11302353,968048,2019-03-06,9.99,,1.0,1.0,9.99
84,11294714,968048,2019-03-05,9.96,,1.0,1.0,9.96
85,11287180,968048,2019-03-04,10.0,,1.0,1.0,10.0
86,11271229,968048,2019-03-01,10.0,,1.0,1.0,10.0
