,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12057348,150252,2019-07-15,0.7585,0.245,1.0,0.32299,0.244988
1,12045753,150252,2019-07-12,0.7441,0.2403,1.0,0.32299,0.240337
2,12037699,150252,2019-07-11,0.7352,0.2375,1.0,0.32299,0.237462
3,12026393,150252,2019-07-10,0.7317,0.2363,1.0,0.32299,0.236332
4,12020769,150252,2019-07-09,0.751,0.2426,1.0,0.32299,0.242565
5,12009529,150252,2019-07-08,0.7498,0.2422,1.0,0.32299,0.242178
6,11993821,150252,2019-07-05,0.8147,0.2631,1.0,0.32299,0.26314
7,11977279,150252,2019-07-04,0.8109,0.2619,1.0,0.32299,0.261913
8,11977278,150252,2019-07-03,0.8138,0.2628,1.0,0.32299,0.262849
9,11965114,150252,2019-07-02,0.8297,0.268,1.0,0.32299,0.267985
10,11959114,150252,2019-07-01,0.832,0.2687,1.0,0.32299,0.268728
11,11959113,150252,2019-06-30,0.7906,0.2554,1.0,0.32299,0.255356
12,11949435,150252,2019-06-28,0.791,0.2555,1.0,0.32299,0.255485
13,11932090,150252,2019-06-27,0.8119,0.2622,1.0,0.32299,0.262236
14,11932089,150252,2019-06-26,0.8103,0.2617,1.0,0.32299,0.261719
15,11916686,150252,2019-06-25,0.818,0.2642,1.0,0.32299,0.264206
16,11910120,150252,2019-06-24,0.8295,0.2679,1.0,0.32299,0.26792
17,11898571,150252,2019-06-21,0.8187,0.2644,1.0,0.32299,0.264432
18,11889762,150252,2019-06-20,0.806,0.2603,1.0,0.32299,0.26033
19,11882041,150252,2019-06-19,0.7731,0.2497,1.0,0.32299,0.249704
20,11874270,150252,2019-06-18,0.758,0.2448,1.0,0.32299,0.244826
21,11864881,150252,2019-06-17,0.7654,0.2472,1.0,0.32299,0.247217
22,11856323,150252,2019-06-14,0.7635,0.2466,1.0,0.32299,0.246603
23,11846695,150252,2019-06-13,0.7995,0.2582,1.0,0.32299,0.258231
24,11840465,150252,2019-06-12,0.7712,0.2491,1.0,0.32299,0.24909
25,11829029,150252,2019-06-11,0.7891,0.2549,1.0,0.32299,0.254871
26,11822146,150252,2019-06-10,0.7374,0.2382,1.0,0.32299,0.238173
27,11812058,150252,2019-06-06,0.7293,0.2356,1.0,0.32299,0.235557
28,11805169,150252,2019-06-05,0.7508,0.2425,1.0,0.32299,0.242501
29,11795133,150252,2019-06-04,0.757,0.2445,1.0,0.32299,0.244503
30,11787702,150252,2019-06-03,0.7765,0.2508,1.0,0.32299,0.250802
31,11778075,150252,2019-05-31,0.8225,0.2657,1.0,0.32299,0.265659
32,11770042,150252,2019-05-30,0.8532,0.2756,1.0,0.32299,0.275575
33,11761778,150252,2019-05-29,0.8519,0.2752,1.0,0.32299,0.275155
34,11754696,150252,2019-05-28,0.8598,0.2777,1.0,0.32299,0.277707
35,11745351,150252,2019-05-27,0.8722,0.2817,1.0,0.32299,0.281712
36,11736285,150252,2019-05-24,0.8467,0.2735,1.0,0.32299,0.273476
37,11728170,150252,2019-05-23,0.857,0.2768,1.0,0.32299,0.276802
38,11720426,150252,2019-05-22,0.8604,0.2779,1.0,0.32299,0.277901
39,11712123,150252,2019-05-21,0.8713,0.2814,1.0,0.32299,0.281421
40,11704398,150252,2019-05-20,0.8246,0.2663,1.0,0.32299,0.266338
41,11695097,150252,2019-05-17,0.863,0.2787,1.0,0.32299,0.27874
42,11687392,150252,2019-05-16,0.9475,0.306,1.0,0.32299,0.306033
43,11679605,150252,2019-05-15,0.9354,0.3021,1.0,0.32299,0.302125
44,11671920,150252,2019-05-14,0.8796,0.2841,1.0,0.32299,0.284102
45,11662925,150252,2019-05-13,0.9035,0.2918,1.0,0.32299,0.291821
46,11653527,150252,2019-05-10,0.9188,0.2968,1.0,0.32299,0.296763
47,11646723,150252,2019-05-09,0.857,0.2768,1.0,0.32299,0.276802
48,11634767,150252,2019-05-08,0.8847,0.2857,1.0,0.32299,0.285749
49,11629406,150252,2019-05-07,0.9184,0.2966,1.0,0.32299,0.296634
50,11622020,150252,2019-05-06,0.8771,0.2833,1.0,0.32299,0.283295
