,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12054096,001719,2019-07-15,1.056,1.056,1.0,1.0,1.056
1,12041939,001719,2019-07-12,1.043,1.043,1.0,1.0,1.043
2,12033354,001719,2019-07-11,1.035,1.035,1.0,1.0,1.035
3,12023329,001719,2019-07-10,1.036,1.036,1.0,1.0,1.036
4,12003823,001719,2019-07-09,1.044,1.044,1.0,1.0,1.044
5,12003822,001719,2019-07-08,1.038,1.038,1.0,1.0,1.038
6,11987989,001719,2019-07-05,1.067,1.067,1.0,1.0,1.067
7,11970238,001719,2019-07-04,1.059,1.059,1.0,1.0,1.059
8,11970237,001719,2019-07-03,1.067,1.067,1.0,1.0,1.067
9,11983123,001719,2019-07-02,1.076,1.076,1.0,1.0,1.076
10,11954112,001719,2019-07-01,1.074,1.074,1.0,1.0,1.074
11,11941737,001719,2019-06-30,1.038,1.038,1.0,1.0,1.038
12,11941736,001719,2019-06-28,1.038,1.038,1.0,1.0,1.038
13,11924935,001719,2019-06-27,1.046,1.046,1.0,1.0,1.046
14,11924934,001719,2019-06-26,1.028,1.028,1.0,1.0,1.028
15,11913752,001719,2019-06-25,1.029,1.029,1.0,1.0,1.029
16,11906109,001719,2019-06-24,1.032,1.032,1.0,1.0,1.032
17,11894990,001719,2019-06-21,1.035,1.035,1.0,1.0,1.035
18,11886648,001719,2019-06-20,1.017,1.017,1.0,1.0,1.017
19,11878804,001719,2019-06-19,0.99,0.99,1.0,1.0,0.99
20,11870197,001719,2019-06-18,0.976,0.976,1.0,1.0,0.976
21,11861890,001719,2019-06-17,0.968,0.968,1.0,1.0,0.968
22,11852824,001719,2019-06-14,0.974,0.974,1.0,1.0,0.974
23,11843529,001719,2019-06-13,0.99,0.99,1.0,1.0,0.99
24,11835477,001719,2019-06-12,0.985,0.985,1.0,1.0,0.985
25,11824960,001719,2019-06-11,0.989,0.989,1.0,1.0,0.989
26,11819033,001719,2019-06-10,0.959,0.959,1.0,1.0,0.959
27,11808580,001719,2019-06-06,0.945,0.945,1.0,1.0,0.945
28,11801206,001719,2019-06-05,0.957,0.957,1.0,1.0,0.957
29,11792071,001719,2019-06-04,0.961,0.961,1.0,1.0,0.961
30,11784621,001719,2019-06-03,0.97,0.97,1.0,1.0,0.97
31,11773635,001719,2019-05-31,0.974,0.974,1.0,1.0,0.974
32,11766953,001719,2019-05-30,0.974,0.974,1.0,1.0,0.974
33,11757783,001719,2019-05-29,0.987,0.987,1.0,1.0,0.987
34,11751674,001719,2019-05-28,0.986,0.986,1.0,1.0,0.986
35,11742095,001719,2019-05-27,0.983,0.983,1.0,1.0,0.983
36,11731963,001719,2019-05-24,0.964,0.964,1.0,1.0,0.964
37,11724163,001719,2019-05-23,0.969,0.969,1.0,1.0,0.969
38,11716476,001719,2019-05-22,0.985,0.985,1.0,1.0,0.985
39,11709095,001719,2019-05-21,0.986,0.986,1.0,1.0,0.986
40,11701496,001719,2019-05-20,0.973,0.973,1.0,1.0,0.973
41,11690763,001719,2019-05-17,0.977,0.977,1.0,1.0,0.977
42,11684356,001719,2019-05-16,1.006,1.006,1.0,1.0,1.006
43,11676540,001719,2019-05-15,0.994,0.994,1.0,1.0,0.994
44,11668901,001719,2019-05-14,0.975,0.975,1.0,1.0,0.975
45,11659772,001719,2019-05-13,0.98,0.98,1.0,1.0,0.98
46,11650275,001719,2019-05-10,0.989,0.989,1.0,1.0,0.989
47,11644399,001719,2019-05-09,0.958,0.958,1.0,1.0,0.958
48,11630791,001719,2019-05-08,0.971,0.971,1.0,1.0,0.971
49,11625444,001719,2019-05-07,0.971,0.971,1.0,1.0,0.971
50,11618961,001719,2019-05-06,0.961,0.961,1.0,1.0,0.961
51,11604188,001719,2019-04-30,1.02,1.02,1.0,1.0,1.02
52,11597718,001719,2019-04-29,1.02,1.02,1.0,1.0,1.02
53,11586853,001719,2019-04-26,1.026,1.026,1.0,1.0,1.026
54,11583607,001719,2019-04-25,1.03,1.03,1.0,1.0,1.03
55,11575926,001719,2019-04-24,1.056,1.056,1.0,1.0,1.056
56,11563423,001719,2019-04-23,1.046,1.046,1.0,1.0,1.046
57,11557593,001719,2019-04-22,1.062,1.062,1.0,1.0,1.062
58,11548511,001719,2019-04-19,1.086,1.086,1.0,1.0,1.086
59,11540713,001719,2019-04-18,1.074,1.074,1.0,1.0,1.074
60,11533030,001719,2019-04-17,1.076,1.076,1.0,1.0,1.076
61,11525505,001719,2019-04-16,1.08,1.08,1.0,1.0,1.08
