,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12058490,512980,2019-07-15,0.717,0.717,1.0,1.0,0.717
1,12046894,512980,2019-07-12,0.7038,0.7038,1.0,1.0,0.7038
2,12038975,512980,2019-07-11,0.7011,0.7011,1.0,1.0,0.7011
3,12027409,512980,2019-07-10,0.6995,0.6995,1.0,1.0,0.6995
4,12011349,512980,2019-07-09,0.7086,0.7086,1.0,1.0,0.7086
5,12011348,512980,2019-07-08,0.7079,0.7079,1.0,1.0,0.7079
6,11994261,512980,2019-07-05,0.7342,0.7342,1.0,1.0,0.7342
7,11979415,512980,2019-07-04,0.7313,0.7313,1.0,1.0,0.7313
8,11979414,512980,2019-07-03,0.7347,0.7347,1.0,1.0,0.7347
9,11986849,512980,2019-07-02,0.745,0.745,1.0,1.0,0.745
10,11960659,512980,2019-07-01,0.75,0.75,1.0,1.0,0.75
11,11951422,512980,2019-06-30,0.7239,0.7239,1.0,1.0,0.7239
12,11938268,512980,2019-06-28,0.724,0.724,1.0,1.0,0.724
13,11934349,512980,2019-06-27,0.7339,0.7339,1.0,1.0,0.7339
14,11934348,512980,2019-06-26,0.7312,0.7312,1.0,1.0,0.7312
15,11917715,512980,2019-06-25,0.7341,0.7341,1.0,1.0,0.7341
16,11911312,512980,2019-06-24,0.746,0.746,1.0,1.0,0.746
17,11899672,512980,2019-06-21,0.7509,0.7509,1.0,1.0,0.7509
18,11890868,512980,2019-06-20,0.7348,0.7348,1.0,1.0,0.7348
19,11883127,512980,2019-06-19,0.7205,0.7205,1.0,1.0,0.7205
20,11875512,512980,2019-06-18,0.7105,0.7105,1.0,1.0,0.7105
21,11868846,512980,2019-06-17,0.7078,0.7078,1.0,1.0,0.7078
22,11857430,512980,2019-06-14,0.7098,0.7098,1.0,1.0,0.7098
23,11847790,512980,2019-06-13,0.7268,0.7268,1.0,1.0,0.7268
24,11841918,512980,2019-06-12,0.7182,0.7182,1.0,1.0,0.7182
