,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12057522,160418,2019-07-15,0.8774,0.9763,1.0,1.034787,0.907922
1,12045917,160418,2019-07-12,0.8785,0.9774,1.0,1.034787,0.90906
2,12037877,160418,2019-07-11,0.8677,0.9666,1.0,1.034787,0.897885
3,12026540,160418,2019-07-10,0.8642,0.9631,1.0,1.034787,0.894263
4,12021117,160418,2019-07-09,0.8681,0.967,1.0,1.034787,0.898299
5,12009774,160418,2019-07-08,0.8705,0.9694,1.0,1.034787,0.900782
6,11990765,160418,2019-07-05,0.8859,0.9848,1.0,1.034787,0.916718
7,11977569,160418,2019-07-04,0.8861,0.985,1.0,1.034787,0.916925
8,11986206,160418,2019-07-03,0.887,0.9859,1.0,1.034787,0.917856
9,11965244,160418,2019-07-02,0.8891,0.988,1.0,1.034787,0.920029
10,11959330,160418,2019-07-01,0.8894,0.9883,1.0,1.034787,0.92034
11,11959329,160418,2019-06-30,0.8785,0.9774,1.0,1.034787,0.90906
12,11949719,160418,2019-06-28,0.8786,0.9775,1.0,1.034787,0.909164
13,11932425,160418,2019-06-27,0.8813,0.9802,1.0,1.034787,0.911958
14,11932424,160418,2019-06-26,0.8733,0.9722,1.0,1.034787,0.903679
15,11916843,160418,2019-06-25,0.8757,0.9746,1.0,1.034787,0.906163
16,11910297,160418,2019-06-24,0.8938,0.9927,1.0,1.034787,0.924893
17,11898734,160418,2019-06-21,0.892,0.9909,1.0,1.034787,0.92303
18,11889938,160418,2019-06-20,0.8992,0.9981,1.0,1.034787,0.93048
19,11882202,160418,2019-06-19,0.8786,0.9775,1.0,1.034787,0.909164
20,11874448,160418,2019-06-18,0.8694,0.9683,1.0,1.034787,0.899644
21,11865033,160418,2019-06-17,0.8658,0.9647,1.0,1.034787,0.895919
22,11856482,160418,2019-06-14,0.8625,0.9614,1.0,1.034787,0.892504
23,11846856,160418,2019-06-13,0.8634,0.9623,1.0,1.034787,0.893435
24,11840680,160418,2019-06-12,0.8649,0.9638,1.0,1.034787,0.894987
25,11829222,160418,2019-06-11,0.8663,0.9652,1.0,1.034787,0.896436
26,11822305,160418,2019-06-10,0.8561,0.955,1.0,1.034787,0.885881
27,11812219,160418,2019-06-06,0.8455,0.9444,1.0,1.034787,0.874912
28,11805345,160418,2019-06-05,0.8458,0.9447,1.0,1.034787,0.875223
29,11795294,160418,2019-06-04,0.843,0.9419,1.0,1.034787,0.872325
30,11787863,160418,2019-06-03,0.8437,0.9426,1.0,1.034787,0.87305
31,11778271,160418,2019-05-31,0.8401,0.939,1.0,1.034787,0.869325
32,11770203,160418,2019-05-30,0.8428,0.9417,1.0,1.034787,0.872118
33,11761974,160418,2019-05-29,0.8432,0.9421,1.0,1.034787,0.872532
34,11754857,160418,2019-05-28,0.85,0.9489,1.0,1.034787,0.879569
35,11745530,160418,2019-05-27,0.8451,0.944,1.0,1.034787,0.874498
36,11736481,160418,2019-05-24,0.8434,0.9423,1.0,1.034787,0.872739
37,11728366,160418,2019-05-23,0.8385,0.9374,1.0,1.034787,0.867669
38,11720622,160418,2019-05-22,0.8432,0.9421,1.0,1.034787,0.872532
39,11712282,160418,2019-05-21,0.8454,0.9443,1.0,1.034787,0.874809
40,11704550,160418,2019-05-20,0.8399,0.9388,1.0,1.034787,0.869118
41,11695290,160418,2019-05-17,0.8393,0.9382,1.0,1.034787,0.868497
42,11687551,160418,2019-05-16,0.849,0.9479,1.0,1.034787,0.878534
43,11679766,160418,2019-05-15,0.8487,0.9476,1.0,1.034787,0.878224
44,11672081,160418,2019-05-14,0.8358,0.9347,1.0,1.034787,0.864875
45,11663100,160418,2019-05-13,0.8388,0.9377,1.0,1.034787,0.867979
