,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12058426,510560,2019-07-15,1.0576,0.4897,1.0,1.0,1.0576
1,12046829,510560,2019-07-12,1.044,0.4834,1.0,1.0,1.044
2,12038890,510560,2019-07-11,1.04,0.4816,1.0,1.0,1.04
3,12027347,510560,2019-07-10,1.0397,0.4814,1.0,1.0,1.0397
4,12011252,510560,2019-07-09,1.0476,0.4851,1.0,1.0,1.0476
5,12011251,510560,2019-07-08,1.0451,0.4839,1.0,1.0,1.0451
6,11991340,510560,2019-07-05,1.0814,0.5007,1.0,1.0,1.0814
7,11979283,510560,2019-07-04,1.0772,0.4988,1.0,1.0,1.0772
8,11986769,510560,2019-07-03,1.0804,0.5003,1.0,1.0,1.0804
9,11965981,510560,2019-07-02,1.0896,0.5045,1.0,1.0,1.0896
10,11960556,510560,2019-07-01,1.093,0.5061,1.0,1.0,1.093
11,11951283,510560,2019-06-30,1.061,0.4913,1.0,1.0,1.061
12,11951282,510560,2019-06-28,1.0611,0.4913,1.0,1.0,1.0611
13,11934206,510560,2019-06-27,1.0727,0.4967,1.0,1.0,1.0727
14,11934205,510560,2019-06-26,1.063,0.4922,1.0,1.0,1.063
15,11917655,510560,2019-06-25,1.0651,0.4932,1.0,1.0,1.0651
16,11911231,510560,2019-06-24,1.0755,0.498,1.0,1.0,1.0755
17,11899609,510560,2019-06-21,1.0749,0.4977,1.0,1.0,1.0749
18,11890810,510560,2019-06-20,1.0605,0.491,1.0,1.0,1.0605
19,11883065,510560,2019-06-19,1.0396,0.4814,1.0,1.0,1.0396
20,11875431,510560,2019-06-18,1.0262,0.4752,1.0,1.0,1.0262
21,11865869,510560,2019-06-17,1.0275,0.4758,1.0,1.0,1.0275
22,11857367,510560,2019-06-14,1.0268,0.4754,1.0,1.0,1.0268
23,11847729,510560,2019-06-13,1.0468,0.4847,1.0,1.0,1.0468
24,11841817,510560,2019-06-12,1.0437,0.4833,1.0,1.0,1.0437
25,11830232,510560,2019-06-11,1.0515,0.4869,1.0,1.0,1.0515
26,11823176,510560,2019-06-10,1.0141,0.4696,1.0,1.0,1.0141
27,11813092,510560,2019-06-06,1.0039,0.4648,1.0,1.0,1.0039
28,11806317,510560,2019-06-05,1.0256,0.4749,1.0,1.0,1.0256
29,11796156,510560,2019-06-04,1.0277,0.4759,1.0,1.0,1.0277
30,11788722,510560,2019-06-03,1.0399,0.4815,1.0,1.0,1.0399
31,11779296,510560,2019-05-31,1.052,0.4871,1.0,1.0,1.052
32,11771065,510560,2019-05-30,1.0544,0.4882,1.0,1.0,1.0544
33,11762964,510560,2019-05-29,1.0608,0.4912,1.0,1.0,1.0608
34,11755715,510560,2019-05-28,1.0602,0.4909,1.0,1.0,1.0602
35,11746467,510560,2019-05-27,1.0615,0.4915,1.0,1.0,1.0615
36,11737521,510560,2019-05-24,1.0356,0.4795,1.0,1.0,1.0356
37,11729406,510560,2019-05-23,1.0419,0.4824,1.0,1.0,1.0419
38,11721630,510560,2019-05-22,1.0636,0.4925,1.0,1.0,1.0636
39,11713154,510560,2019-05-21,1.0701,0.4955,1.0,1.0,1.0701
40,11705384,510560,2019-05-20,1.0516,0.4869,1.0,1.0,1.0516
41,11696280,510560,2019-05-17,1.0559,0.4889,1.0,1.0,1.0559
42,11688409,510560,2019-05-16,1.0906,0.505,1.0,1.0,1.0906
43,11680611,510560,2019-05-15,1.0833,0.5016,1.0,1.0,1.0833
44,11672940,510560,2019-05-14,1.0595,0.4906,1.0,1.0,1.0595
45,11664020,510560,2019-05-13,1.0677,0.4944,1.0,1.0,1.0677
46,11654493,510560,2019-05-10,1.0799,0.5,1.0,1.0,1.0799
47,11647478,510560,2019-05-09,1.0424,0.4827,1.0,1.0,1.0424
48,11639382,510560,2019-05-08,1.055,0.4885,1.0,1.0,1.055
49,11639381,510560,2019-05-07,1.0598,0.4907,1.0,1.0,1.0598
50,11623033,510560,2019-05-06,1.0462,0.4844,1.0,1.0,1.0462
51,11609753,510560,2019-04-30,1.1312,0.5238,1.0,1.0,1.1312
52,11602067,510560,2019-04-29,1.123,0.52,1.0,1.0,1.123
53,11592384,510560,2019-04-26,1.1604,0.5373,1.0,1.0,1.1604
54,11582129,510560,2019-04-25,1.1706,0.542,1.0,1.0,1.1706
55,11579407,510560,2019-04-24,1.2172,0.5636,1.0,1.0,1.2172
56,11569387,510560,2019-04-23,1.206,0.5584,1.0,1.0,1.206
57,11561465,510560,2019-04-22,1.2258,0.5676,1.0,1.0,1.2258
58,11552825,510560,2019-04-19,1.2436,0.5758,1.0,1.0,1.2436
59,11544606,510560,2019-04-18,1.2361,0.5724,1.0,1.0,1.2361
