,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12058364,502007,2019-07-15,1.0038,1.1869,1.0,1.149832,1.154201
1,12046768,502007,2019-07-12,1.0035,1.1866,1.0,1.149832,1.153856
2,12038825,502007,2019-07-11,1.0033,1.1864,1.0,1.149832,1.153626
3,12027292,502007,2019-07-10,1.0032,1.1863,1.0,1.149832,1.153511
4,12011148,502007,2019-07-09,1.0031,1.1862,1.0,1.149832,1.153396
5,12011147,502007,2019-07-08,1.003,1.1861,1.0,1.149832,1.153281
6,11994202,502007,2019-07-05,1.0026,1.1857,1.0,1.149832,1.152822
7,11979186,502007,2019-07-04,1.0025,1.1856,1.0,1.149832,1.152707
8,11986694,502007,2019-07-03,1.0023,1.1854,1.0,1.149832,1.152477
9,11965932,502007,2019-07-02,1.0022,1.1853,1.0,1.149832,1.152362
10,11960477,502007,2019-07-01,1.0021,1.1852,1.0,1.149832,1.152247
11,11965931,502007,2019-06-30,1.002,1.1851,1.0,1.149832,1.152132
12,11951174,502007,2019-06-28,1.0017,1.1848,1.0,1.149832,1.151787
13,11934101,502007,2019-06-27,1.0016,1.1847,1.0,1.149832,1.151672
14,11921611,502007,2019-06-26,1.0015,1.1846,1.0,1.149832,1.151557
15,11917603,502007,2019-06-25,1.0014,1.1845,1.0,1.149832,1.151442
16,11911157,502007,2019-06-24,1.0012,1.1843,1.0,1.149832,1.151212
17,11899546,502007,2019-06-21,1.0009,1.184,1.0,1.149832,1.150867
18,11890728,502007,2019-06-20,1.0007,,1.0,1.149832,1.150637
19,11883002,502007,2019-06-19,1.0006,,1.0,1.149832,1.150522
20,11875366,502007,2019-06-18,1.0005,,1.0,1.149832,1.150407
21,11865811,502007,2019-06-17,1.0004,,1.0,1.149832,1.150292
22,11857304,502007,2019-06-14,1.0,,1.0,1.149832,1.149832
23,11847666,502007,2019-06-13,1.0449,,1.0,1.149832,1.201459
24,11841729,502007,2019-06-12,1.0448,,1.0,1.149832,1.201344
25,11830148,502007,2019-06-11,1.0446,,1.0,1.149832,1.201115
26,11823113,502007,2019-06-10,1.0445,,1.0,1.149832,1.201
27,11813029,502007,2019-06-06,1.044,,1.0,1.149832,1.200425
28,11806252,502007,2019-06-05,1.0439,,1.0,1.149832,1.20031
29,11796093,502007,2019-06-04,1.0438,,1.0,1.149832,1.200195
30,11788659,502007,2019-06-03,1.0436,,1.0,1.149832,1.199965
31,11779210,502007,2019-05-31,1.0433,,1.0,1.149832,1.19962
32,11771002,502007,2019-05-30,1.0432,,1.0,1.149832,1.199505
33,11762878,502007,2019-05-29,1.043,,1.0,1.149832,1.199275
34,11755652,502007,2019-05-28,1.0429,,1.0,1.149832,1.19916
35,11746383,502007,2019-05-27,1.0428,,1.0,1.149832,1.199045
