,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
0,12060713,006957,2019-07-15,1.0389,1.0389,1.0,1.0,1.0389
1,12050679,006957,2019-07-12,1.03,1.03,1.0,1.0,1.03
2,12037102,006957,2019-07-11,1.0256,1.0256,1.0,1.0,1.0256
3,12030063,006957,2019-07-10,1.0244,1.0244,1.0,1.0,1.0244
4,12020139,006957,2019-07-09,1.0298,1.0298,1.0,1.0,1.0298
5,12008662,006957,2019-07-08,1.0288,1.0288,1.0,1.0,1.0288
6,11997044,006957,2019-07-05,1.0564,1.0564,1.0,1.0,1.0564
7,11985659,006957,2019-07-04,1.0506,1.0506,1.0,1.0,1.0506
8,11976339,006957,2019-07-03,1.0547,1.0547,1.0,1.0,1.0547
9,11964649,006957,2019-07-02,1.0626,1.0626,1.0,1.0,1.0626
10,11958366,006957,2019-07-01,1.0659,1.0659,1.0,1.0,1.0659
11,11948399,006957,2019-06-30,1.0362,1.0362,1.0,1.0,1.0362
12,11948398,006957,2019-06-28,1.0364,1.0364,1.0,1.0,1.0364
13,11931123,006957,2019-06-27,1.0441,1.0441,1.0,1.0,1.0441
14,11921032,006957,2019-06-26,1.033,1.033,1.0,1.0,1.033
15,11921031,006957,2019-06-25,1.0344,1.0344,1.0,1.0,1.0344
16,11909589,006957,2019-06-24,1.0421,1.0421,1.0,1.0,1.0421
17,11901534,006957,2019-06-21,1.0426,1.0426,1.0,1.0,1.0426
18,11893175,006957,2019-06-20,1.0316,1.0316,1.0,1.0,1.0316
19,11885345,006957,2019-06-19,1.0142,1.0142,1.0,1.0,1.0142
20,11873739,006957,2019-06-18,1.0039,1.0039,1.0,1.0,1.0039
21,11868448,006957,2019-06-17,1.0034,1.0034,1.0,1.0,1.0034
22,11859081,006957,2019-06-14,1.0024,1.0024,1.0,1.0,1.0024
23,11850858,006957,2019-06-13,1.0135,1.0135,1.0,1.0,1.0135
24,11839808,006957,2019-06-12,1.0119,1.0119,1.0,1.0,1.0119
25,11839807,006957,2019-06-11,1.0155,1.0155,1.0,1.0,1.0155
26,11828474,006957,2019-06-10,0.992,0.992,1.0,1.0,0.992
27,11816252,006957,2019-06-06,0.9829,0.9829,1.0,1.0,0.9829
28,11804660,006957,2019-06-05,0.9935,0.9935,1.0,1.0,0.9935
29,11799402,006957,2019-06-04,0.9953,0.9953,1.0,1.0,0.9953
30,11790697,006957,2019-06-03,0.9987,0.9987,1.0,1.0,0.9987
31,11781932,006957,2019-05-31,0.9994,0.9994,1.0,1.0,0.9994
32,11777483,006957,2019-05-30,0.9994,0.9994,1.0,1.0,0.9994
33,11765483,006957,2019-05-29,0.9995,0.9995,1.0,1.0,0.9995
34,11761246,006957,2019-05-28,0.9996,0.9996,1.0,1.0,0.9996
35,11749093,006957,2019-05-27,0.9999,0.9999,1.0,1.0,0.9999
36,11740347,006957,2019-05-24,1.0,1.0,1.0,1.0,1.0
37,11699077,006957,2019-05-17,1.0001,1.0001,1.0,1.0,1.0001
38,11658065,006957,2019-05-10,1.0002,1.0002,1.0,1.0,1.0002
39,11616707,006957,2019-04-30,1.0002,1.0002,1.0,1.0,1.0002
40,11595654,006957,2019-04-26,1.0001,1.0001,1.0,1.0,1.0001
41,11594298,006957,2019-04-25,1.0,1.0,1.0,1.0,1.0
